Document ID,address,categories,description,email,image,name,opening-time,openingTime,phone,tagline,website,lat,lng
plaza-de-la-aduana,"""Via 40, Barranquilla, Atlántico, Colombia""","Playas, Cultura, Historia, Nocturna, Coctelería","""La Plaza de La Aduana, también conocida como la Plaza de la Aduana, es un monumento histórico con arquitectura de estilo republicano que data de 1849. Refleja la época en la que Barranquilla comenzó a florecer como un importante puerto para el comercio marítimo y fluvial. Hoy en día, se erige como un centro cultural urbano donde los visitantes pueden disfrutar de presentaciones locales, exposiciones culturales y admirar la hermosa arquitectura restaurada. La vibrante atmósfera de la Plaza de La Aduana la convierte en un lugar imprescindible para los amantes de la historia...""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20la%20aduana.webp?alt=media&token=0bb0ac96-b5bf-4041-afc5-f7a7f55d34d0,"""Plaza de La Aduana""",,"""8 AM - 6 PM""","""+57 (605) 379 2949""","""A gateway to Barranquilla's rich past.""","""https://www.barranquilla.gov.co""",11.013116,-74.793374
plaza-de-la-paz,"""Dg. 53, Soledad, Atlántico, Colombia""","Cultura, Historia, Nocturna, Bienestar, Coctelería","""Construida en 1986, la Plaza de La Paz es un importante sitio cultural e histórico en Barranquilla. Originalmente construida para recibir al Papa Juan Pablo II durante su visita, la plaza ha evolucionado hasta convertirse en un punto central de reunión para actividades sociales y culturales. Ya sean presentaciones de danza, teatro callejero o sesiones de skateboarding, la Plaza de La Paz siempre está llena de vida. Representa el espíritu de la comunidad, ofreciendo un espacio tanto para la relajación como para el compromiso cultural, lo que la convierte en un destino clave para los turistas que desean experimentar la vida local...""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20la%20paz.webp?alt=media&token=02f98353-6106-458c-a434-24f760e5f084,"""Plaza de La Paz""",,"""Abierto las 24 horas""","""No Disponible""","""Un lugar de paz, historia y cultura.""","""https://www.barranquillaplazas.com""",10.943649,-74.764087
plaza-de-puerto-colombia,"""Puerto Colombia, Atlantico, Colombia""","Cultura, Familia, Bienestar","""La Plaza de Puerto Colombia es un amplio espacio de 30,000 metros cuadrados que cuenta con áreas recreativas, rutas para bicicletas y mobiliario inclusivo diseñado para personas de todas las capacidades. La plaza conserva una cantidad significativa de árboles originales, además de nuevos árboles de Mangle Verde, los cuales prosperan en el clima cálido y húmedo de la región. Familias y turistas pueden disfrutar de la atmósfera tranquila, jugar al ajedrez en mesas dedicadas, o pasear por las diversas áreas ajardinadas. La plaza es un importante punto de encuentro comunitario que ofrece actividades culturales y recreativas.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20puerto%20colombia.webp?alt=media&token=3baebac7-c9eb-4d21-91d7-4e456d9ef2ee,"""Plaza de Puerto Colombia""",,"""Abierto las 24 horas""","""No Disponible""","""Naturaleza y cultura entrelazadas en Puerto Colombia.""","""https://www.puertocolombiaplaza.com""",10.987851,-74.95911
plaza-de-santo-toms,"""Santo Tomás, Atlantico, Colombia""","Eco, Aventura, Cultura, Familia, Deportes, Bienestar, Naturaleza","""La Plaza de Santo Tomás, con una extensión de 8,772 metros cuadrados, ofrece a los visitantes una variedad de instalaciones recreativas, incluyendo una concha acústica, espacios verdes, senderos peatonales, una ruta para bicicletas, una cancha deportiva multiusos, un parque infantil y un gimnasio biosaludable. Esta plaza es un lugar favorito tanto para los locales como para los turistas que buscan disfrutar de una mezcla de deporte, cultura y naturaleza. Ya sea que te interese ver presentaciones culturales locales o simplemente disfrutar de los espacios verdes abiertos, la Plaza de Santo Tomás tiene algo para todos.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20santo%20tomas.webp?alt=media&token=64171f31-37b8-4e85-a35c-11aeac4800bc,"""Plaza de Santo Tomás""",,"""Abierto las 24 horas""","""No Disponible""","""Recreación y cultura en Santo Tomás.""","""https://www.santotomasplaza.com""",10.759951,-74.75589
plaza-la-libertad,"""Candelaria, Atlantico, Colombia""","Aventura, Deportes, Bienestar, Festivales","""La Plaza La Libertad en Candelaria es una plaza de 6,400 metros cuadrados diseñada para ofrecer a locales y turistas un espacio acogedor para eventos y recreación. Cuenta con múltiples áreas de juegos infantiles, canchas deportivas y gimnasios biosaludables. Con sus amplios espacios verdes y senderos peatonales, la Plaza La Libertad funciona como un vibrante centro comunitario donde las personas se reúnen para eventos, ejercicio y ocio. Esta plaza también pone énfasis en la inclusión, con mobiliario e instalaciones diseñadas para personas de todas las capacidades, asegurando que todos puedan disfrutar del espacio.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20la%20libertad%203.webp?alt=media&token=152b55e5-726d-4120-90e6-306881aa0caa,"""Plaza La Libertad""",,"""Abierto las 24 horas""","""No Disponible""","""Libertad, cultura y comunidad en Candelaria.""","""https://www.candelariaplaza.com""",10.454331,-74.881096
plaza-las-madres-tubar,"""Tubará, Atlantico, Colombia""","Eco, Cultura, Historia, Familia, Nocturna, Bienestar, Naturaleza, Arte, Coctelería","""La Plaza Las Madres en Tubará se erige como un tributo cultural al municipio de Tubará. El suelo de la plaza está decorado con patrones intrincados inspirados en la naturaleza, la herencia étnica y la tribu Mokaná, quienes son parte fundamental de la historia de la región. La plaza también cuenta con una concha acústica para presentaciones, áreas verdes de juego para los niños y espacios de reunión comunitaria. Los turistas pueden aprender sobre el pueblo Mokaná mientras disfrutan del ambiente tranquilo. Es un excelente lugar para quienes aman la historia y la cultura.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20las%20madres%20tubara.webp?alt=media&token=687e2009-34f8-486c-a107-6564926cd1fd,"""Plaza Las Madres Tubará""",,"""Abierto las 24 horas""","""No Disponible""","""Celebra la cultura de Tubará.""","""https://www.tubaraplaza.com""",10.875383,-74.97648
plaza-son-de-negro-santa-luca,"""Santa Lucía, Atlantico, Colombia""","Cultura, Deportes, Nocturna, Festivales, Coctelería","""La Plaza Son de Negro en Santa Lucía es un homenaje a la cultura local, que abarca una extensión de 13,500 metros cuadrados. Cuenta con un escenario para eventos culturales, una cancha de fútbol sintética, mesas de juego, áreas de juegos infantiles y un gimnasio biosaludable. La plaza está adornada con mobiliario urbano que complementa el malecón cercano, ofreciendo una experiencia integral de la cultura local y la belleza natural. Este sitio es perfecto para los turistas que desean sumergirse en el latido cultural de la comunidad.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20son%20de%20negro%20santa%20lucia.webp?alt=media&token=148d8264-d814-4f22-95ef-c538c0ccc54b,"""Plaza Son de Negro Santa Lucía""",,"""Abierto las 24 horas""","""No Disponible""","""A lively cultural homage in Santa Lucía.""","""https://www.santaluciaplaza.com""",10.32355,-74.95989
ranch-texas,"""Cr. de la Cordialidad, Barranquilla, Atlántico, Colombia""","Eco, Aventura, Familia, Naturaleza, Acuáticos","""Ranch Texas es una experiencia única para los amantes de los caballos y la aventura, ubicado en el kilómetro 14 de la Carretera la Cordialidad. Ofrece actividades como alquiler de caballos, shows ecuestres, recorridos en karts areneros, y una mini granja con zona de agua. Es el sitio perfecto para disfrutar de un día lleno de actividades al aire libre y entretenimiento para toda la familia, ideal para quienes buscan diversión y contacto con la naturaleza.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/ranch%20texas.webp?alt=media&token=00ad019c-cd63-4c51-a78c-9da4eba953bc,"""Ranch Texas""",,"""No Disponible""","""(+57) 302 409 9873""","""Experiencia ecuestre y actividades de aventura""","""www.parqueranchtexas.com""",10.61062,-75.143877
reserva-natural-de-luriza,"""Usiacurí, Atlantico, Colombia""","Eco, Naturaleza, Avistamiento","""La Reserva Natural de Luriza, ubicada a 6 kilómetros de Usiacurí, es un destino mágico rodeado de gigantescos árboles y hogar de monos aulladores. Con más de 470 mil hectáreas de preservación, esta reserva es ideal para los amantes de la fauna y el senderismo. Alberga especies de aves, anfibios, reptiles y mamíferos, ofreciendo un refugio para la fauna típica y endémica de la zona. Es un lugar de gran valor para especialistas y visitantes interesados en la biodiversidad del Atlántico.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/reserva%20natural%20de%20luriza.webp?alt=media&token=cb455c3b-2e52-400c-a383-fbf570460a84, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaz%20nat%202.webp?alt=media&token=e164108a-8649-4bee-ba0a-d007d6775411, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20nat%20mono.webp?alt=media&token=02c0516f-fb74-42c5-a545-d7951b36795b","""Reserva Natural de Luriza""",,"""No Disponible""","""No Disponible""","""Aventuras entre árboles gigantes y fauna silvestre""","""No Disponible""",10.743516,-74.97886
reserva-natural-los-charcones,"""Piojó, Atlantico, Colombia""","Eco, Naturaleza, Avistamiento","""La Reserva Natural Los Charcones, la primera reserva natural de la sociedad civil en Colombia, es un oasis de biodiversidad en el Atlántico. Con más de 42 hectáreas de bosque seco tropical, esta reserva alberga una gran variedad de fauna y flora en buen estado de conservación. Es el hogar de aves, insectos, mamíferos y muchas especies más, ofreciendo una experiencia única para quienes buscan conexión con la naturaleza y el ecoturismo.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/los%20charcones.webp?alt=media&token=40929dab-6150-4757-8268-0665489b3ac2,"""Reserva Natural Los Charcones""",,"""No Disponible""","""(+57) 301 576 6142""","""Bosque seco tropical lleno de vida y biodiversidad""","""www.atlanticoesmas.com""",10.747983,-75.10777
reserva-natural-palmar-del-tit,"""Piojó, Atlantico, Colombia""","Playas, Eco, Naturaleza","""La Reserva Natural Palmar del Tití, con más de 2,622 hectáreas, se dedica a la conservación del Tití Cabeciblanco, especie endémica de la Región Caribe. Además, es hogar de otras especies de monos como el Aullador y el Capuchino. Esta reserva, protegida por la Fundación Proyecto Tití, trabaja para preservar esta zona de gran importancia para la biodiversidad del Atlántico.""","""""","https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/palmar%20del%20titi%202.webp?alt=media&token=c3577ac7-af2d-4d02-a635-b349c2c86ef8, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/palmar%20del%20titi.webp?alt=media&token=437cebde-5d76-4d58-9965-0b8d366f61c3","""Reserva Natural Palmar del Tití""",,"""Lunes a viernes de 8:00 a.m a 5:00 p.m.""","""(+57) (605) 309 1270""","""Protección del Tití Cabeciblanco y su hábitat""","""www.proyectotiti.com""",10.747983,-75.10777
roberto-melndez-metropolitan-stadium,"""Av. Murillo, Barranquilla, Atlántico, Colombia""","Eco, Deportes, Festivales","""El Estadio Metropolitano Roberto Meléndez es uno de los recintos deportivos icónicos de Colombia. Es la casa de la selección nacional de fútbol de Colombia y tiene una capacidad para casi 50,000 espectadores. Construido para albergar eventos deportivos locales e internacionales, este estadio se ha convertido en un símbolo de orgullo nacional. Los visitantes pueden recorrer las instalaciones para aprender sobre la herencia futbolística de Colombia mientras asisten a partidos u otros eventos que se celebran aquí. Una visita a este estadio permite a los turistas experimentar el electrizante espíritu del fútbol colombiano...""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/estadio%20metropolitano%202.webp?alt=media&token=f970e352-850d-4b1e-a955-0d16844aefaa,"""Roberto Meléndez Metropolitan Stadium""",,"""8 AM - 8 PM""","""No Disponible""","""Where Colombian football history comes alive.""","""https://www.metropolitanostadium.com.co""",10.974499,-74.788684
santuario-mariano-nuestra-seora-del-carmen,"""Puerto Colombia, Atlantico, Colombia""","Playas, Cultura, Nocturna, Bienestar, Arte, Coctelería","""El Santuario Mariano Nuestra Señora del Carmen, ubicado en Puerto Colombia, es un lugar donde se unen la devoción y la tradición. Este santuario es famoso por su hermosa imagen de la Virgen del Carmen, traída desde Barcelona, y por las celebraciones religiosas que congregan a la comunidad. Rodeado por un ambiente tranquilo, el santuario es perfecto para quienes desean conectar con su espiritualidad en un entorno sereno. El diseño del santuario, sencillo pero lleno de detalles, refleja la influencia del arte religioso colonial y ofrece un espacio acogedor para todos los visitantes.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/santuario%20mariano%20nuestra%20sen%CC%83ora%20del%20carmen%201.webp?alt=media&token=37d4e5b9-5ace-412c-8361-772911698b59,"""Santuario Mariano Nuestra Señora del Carmen""",,"""Abierto las 24 horas""","""No disponible""","""Un lugar mágico lleno de historia y devoción.""","""https://www.santuariodelcarmenpuertocolombia.com""",10.987851,-74.95911
sendero-ecoturstico-chorro-de-san-luis,"""Corral de San Luis, Tubará, Atlántico, Colombia""","Eco, Aventura, Bienestar, Acuáticos","""El Sendero Ecoturístico Chorro de San Luis, ubicado en el corregimiento de Corral San Luis Beltrán, es un espacio de gran riqueza paisajística y ambiental. Cuenta con áreas de descanso, miradores turísticos y acceso a un sendero de 90 metros en piedra laja que lleva a las tranquilas y cristalinas aguas del Chorro de San Luis Beltrán. Es un lugar ideal para disfrutar del senderismo y la belleza natural del Atlántico.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/chorro.webp?alt=media&token=b1b31234-ce92-4bc7-a6b3-266b37fa9d11,"""Sendero Ecoturístico Chorro de San Luis""",,"""No Disponible""","""No Disponible""","""Senderismo y belleza natural en Tubará""","""www.atlanticoesmas.com""",10.888922,-75.012596
taller-el-congo-real,"""Galapa, Atlantico, Colombia""","Aventura, Cultura, Nocturna, Festivales, Compras, Arte, Coctelería","""El Taller El Congo Real de Galapa se especializa en la creación de máscaras tradicionales de carnaval que retienen la risa, el juego y la fiesta. Estas figuras de madera, elaboradas con técnicas artesanales, representan la esencia del Carnaval de Barranquilla y el espíritu de aventura del Caribe colombiano. Cada pieza es única, hecha a mano con la mejor estética manual, y evoca la sensación de estar frente a un ser natural y salvaje. Visitar este taller es una oportunidad de explorar la riqueza cultural de Galapa y experimentar la tradición viva del arte caribeño.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/congo%20real.webp?alt=media&token=4b56635e-d894-423a-bcb1-bfdd152f3fb0,"""Taller El Congo Real""",,"""No Disponible""","""No Disponible""","""Las máscaras que dan vida al carnaval""","""No Disponible""",10.899431,-74.88558
va-parque-nacional-isla-de-salamanca,"""Troncal del Caribe, Magdalena, Colombia""","Playas, Eco, Familia, Nocturna, Naturaleza, Avistamiento, Coctelería","""El Vía Parque Nacional Isla de Salamanca, atravesado por la carretera que conecta Barranquilla con Santa Marta, es único en el Sistema de Parques Nacionales Naturales de Colombia. Conocido por sus paisajes de lagunas y manglares, fue declarado Área de Importancia para la Conservación de las Aves (AICA) y Reserva de la Biosfera por la UNESCO. Es un destino imperdible para los amantes de la naturaleza y la observación de aves.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/isla%20salamanca.webp?alt=media&token=f509eba1-bf07-473a-9051-de84932ab7eb,"""Vía Parque Nacional Isla de Salamanca""",,"""8:00 AM – 4:00 PM""","""(+57) (601) 353 2400""","""Explora el refugio de vida silvestre y manglares""","""www.parquesnacionales.gov.co""",11.277136,-73.920273
villa-zunilda,"""Baranoa, Atlantico, Colombia""","Eco, Gastronomía, Aventura, Familia, Nocturna, Naturaleza, Acuáticos, Coctelería","""Villa Zunilda es un restaurante agrotemático que ofrece una experiencia completa de contacto con la naturaleza. Cuenta con amplias zonas verdes, árboles frutales, una piscina para adultos y niños, bar, cafetería, bicicletas y kayaks en el lago. Además, los visitantes pueden disfrutar de paseos a caballo, un mini zoológico, juegos de mesa y una parrilla típica. Ubicado a 3 minutos de Baranoa, Villa Zunilda es el lugar perfecto para desconectar y disfrutar de la tranquilidad del entorno natural.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/villa%20zunilda.webp?alt=media&token=574941cc-8f4b-4894-bc1c-ef58eae47043,"""Villa Zunilda""",,"""No Disponible""","""(+57) 317 501 1076 - (+57) 316 578 0033""","""Un escape agrotemático para relajarse y disfrutar""","""www.villazunilda.com""",10.796187,-74.91498
vitrina-artesanal-arte-y-tejido,"""La Chorrera, Juan de Acosta, Atlántico, Colombia""","Eco, Cultura, Naturaleza, Compras, Arte","""La Vitrina Artesanal 'Arte y Tejido' en el Corregimiento de Chorrera, Municipio de Juan de Acosta, es el hogar de la Asociación de Artesanas de Chorrera. Aquí, los visitantes pueden encontrar hermosas mochilas y accesorios hechos de hilo coral, cordones de seda y cueros vegetales, todos elaborados por 54 mujeres que integran la asociación. Este proyecto, apoyado por la Gobernación del Atlántico y la Fundación Gases del Caribe, promueve el empoderamiento de las artesanas y la preservación de las técnicas tradicionales. Visita esta vitrina para conocer más sobre la rica tradición textil de la región.""","""""",https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/arte%20y%20tejido.webp?alt=media&token=f69ddf00-4f7d-4905-b16a-a7a36f8a316f,"""Vitrina Artesanal 'Arte y Tejido'""",,"""No Disponible""","""(+57) (605) 330 6000 Ext - 7320, (+57) 310 684 7513""","""Tejidos únicos de la comunidad de Chorrera""","""No Disponible""",10.799584,-75.011149
