Document ID,name,address,categories,coordinates,description,email,image,opening-time,openingTime,phone,tagline,website
plaza-de-puerto-colombia,Plaza de Puerto Colombia,"Plaza Francisco Javier Cisneros, Puerto Colombia, Atlántico, Colombia","Cultura, Gastronomía, Festivales","{lng: -74.95911, lat: 10.98873}","La Plaza de Puerto Colombia, conocida como Plaza Francisco Javier Cisneros, es el corazón del centro histórico de Puerto Colombia, a pocos pasos del icónico Muelle de 1888, un hito de la historia portuaria. Con más de 30,000 m², esta plaza es un punto de inmersión cultural donde los visitantes pueden disfrutar de festivales y eventos, como presentaciones de ritmos y baile caribeños, incluyendo cumbia y mapalé, especialmente durante el Carnaval de Barranquilla. Los fines de semana, la plaza se llena de vida con música tropical y una ruta de sabores marinos, ofreciendo mariscos frescos, empanadas, arepas con huevo y el refrescante raspao. Los mercados de artesanías locales permiten adquirir souvenirs únicos, como tejidos y joyería, apoyando a los artesanos. Su cercanía al Malecón del Mar la hace ideal para combinar con caminatas y fotografía. Consejos: Visite al atardecer para capturar la brisa marina y el ambiente nocturno chic. Lleve efectivo para compras y pruebe la comida típica. Cómo llegar: Desde Barranquilla, tome un autobús o taxi a Puerto Colombia (20 min). La plaza está en el centro, cerca del muelle. Abierto todo el día.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20puerto%20colombia.webp?alt=media&token=3baebac7-c9eb-4d21-91d7-4e456d9ef2ee,,Abierto las 24 horas,No Disponible,Naturaleza y cultura entrelazadas en Puerto Colombia.,https://www.puertocolombiaplaza.com
plaza-de-santo-toms,Plaza de Santo Tomás,"Cl. 3 #528, Santo Tomás, Atlántico, Colombia","Cultura, Festivales, Gastronomía","{lng: -74.75, lat: 10.7611}","La Plaza de Santo Tomás es el epicentro cultural de este municipio, conocido por su vibrante Carnaval Intermunicipal y la Batalla de Flores, declarados Patrimonio Cultural de la Nación. Esta plaza de 8,500 m² es un espacio de inmersión cultural donde se realizan festivales y eventos, como desfiles de Caballito de Palo y presentaciones de ritmos y baile, incluyendo cumbia y salsa. Durante la Semana Santa, la plaza acoge procesiones y actos litúrgicos, reflejando la devoción local. Los visitantes pueden disfrutar de sabores locales en puestos de comida que ofrecen arepas, empanadas y dulces típicos. La plaza está rodeada de arquitectura colonial, ideal para fotografía y spots instagrameables. Consejos: Visite durante el Carnaval o Semana Santa para una experiencia completa. Lleve efectivo para mercados locales. Cómo llegar: Desde Barranquilla, tome un autobús a Santo Tomás (40 min). La plaza está en el centro, accesible a pie. Abierto todo el día.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20santo%20tomas.webp?alt=media&token=64171f31-37b8-4e85-a35c-11aeac4800bc,,Abierto las 24 horas,No Disponible,Recreación y cultura en Santo Tomás.,https://www.santotomasplaza.com
plaza-la-libertad,Plaza La Libertad,"Parque de la Libertad, Candelaria, Atlántico, Colombia","Cultura, Relax, Ritmos y baile","{lng: -74.8806, lat: 10.4585}","La Plaza La Libertad, también conocida como Parque de la Libertad, es el corazón del municipio de Candelaria, ubicada frente a la iglesia principal. Este espacio público es ideal para una inmersión cultural en la vida cotidiana de este pequeño pueblo ribereño. Recientemente remodelada, la plaza ofrece un ambiente de relax total, con bancos para descansar y observar la arquitectura local. Durante eventos culturales, como las danzas de Negros Azules de Carreto, se convierte en un escenario de ritmos y baile, reflejando las tradiciones afrocolombianas del sur del Atlántico. Los visitantes pueden encontrar pequeños puestos de sabores locales, como bollos y dulces. Consejos: Visite por la mañana para evitar el calor. Lleve agua y explore los alrededores para encontrar cafés. Cómo llegar: Desde Barranquilla, tome un autobús a Candelaria (1 h). La plaza está en el centro, a pasos de la terminal de buses. Abierto todo el día.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20de%20la%20libertad%203.webp?alt=media&token=152b55e5-726d-4120-90e6-306881aa0caa,,Abierto las 24 horas,No Disponible,"Libertad, cultura y comunidad en Candelaria.",https://www.candelariaplaza.com
plaza-las-madres-tubar,Plaza Las Madres Tubará,"Plaza de las Madres, Tubará, Atlántico, Colombia","Cultura, Historia, Familia","{lng: -74.983, lat: 10.883}","La Plaza Las Madres en Tubará es un espacio renovado que rinde homenaje a la etnia Mokaná, con una inversión de $8,978 millones. Con más de 6,000 m², esta plaza ofrece una inmersión cultural a través de petroglifos en el piso que aluden a la Piedra Pintada, un sitio arqueológico cercano. Equipada con un parque infantil, gimnasio biosaludable y quioscos de artesanías locales, es ideal para familias y amantes de la historia. Los visitantes pueden disfrutar de festivales y eventos culturales, así como de sabores locales en los quioscos. Su diseño moderno y su entorno natural la convierten en un spot instagrameable. Consejos: Visite para aprender sobre la cultura Mokaná. Lleve cámara y compre artesanías. Cómo llegar: Desde Barranquilla, tome un autobús o taxi a Tubará (30 min). La plaza está al lado de la iglesia. Abierto todo el día.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20las%20madres%20tubara.webp?alt=media&token=687e2009-34f8-486c-a107-6564926cd1fd,,Abierto las 24 horas,No Disponible,Celebra la cultura de Tubará.,https://www.tubaraplaza.com
plaza-son-de-negro-santa-luca,Plaza Son de Negro Santa Lucía,"Cl. 7 #9-119, Santa Lucía, Atlántico, Colombia","Cultura, Festivales, Ritmos y baile","{lng: -74.95, lat: 10.317}","La Plaza Son de Negro en Santa Lucía es el epicentro del Festival Nacional Son de Negro, una celebración que exalta la danza afrocolombiana homónima, caracterizada por danzantes pintados de negro con sombreros floridos. Este evento, que atrae a miles de visitantes, ofrece una inmersión cultural con ritmos y baile, talleres, exposiciones y artesanías locales. La plaza, ubicada en el centro del municipio, es un espacio vibrante donde se realizan desfiles y presentaciones de música tradicional. Los puestos de sabores locales ofrecen delicias como sancocho y bollos. Consejos: Visite durante el festival (octubre) para una experiencia única. Lleve cámara para capturar los desfiles. Cómo llegar: Desde Barranquilla, tome un autobús a Santa Lucía (1.5 h). La plaza está en el centro. Abierto todo el día.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20son%20de%20negro%20santa%20lucia.webp?alt=media&token=148d8264-d814-4f22-95ef-c538c0ccc54b,,Abierto las 24 horas,No Disponible,A lively cultural homage in Santa Lucía.,https://www.santaluciaplaza.com
ranch-texas,Ranch Texas,"Km 14, Vía la Cordialidad, Baranoa, Atlántico, Colombia","Familia, Aventura, Naturaleza","{lng: -74.9167, lat: 10.7940}","Ranch Texas es un parque temático ecuestre en Baranoa, a 40 minutos de Barranquilla, que combina la magia del campo con atracciones modernas. Este destino de aventura activa ofrece un parque acuático, Granja Jurásica con réplicas de dinosaurios, shows de caballos y caninos, y una granja interactiva. Ideal para familias, cuenta con áreas de picnic y restaurantes con sabores locales, como carimañolas y asados. Su ambiente de viejo oeste lo hace un spot instagrameable. Consejos: Lleve traje de baño y protector solar. Reserve para grupos grandes. Cómo llegar: Desde Barranquilla, tome la Vía la Cordialidad hasta el Km 14, antes del peaje de Baranoa. Abierto sábados y domingos, 10:00 a.m. a 6:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/ranch%20texas.webp?alt=media&token=00ad019c-cd63-4c51-a78c-9da4eba953bc,,No Disponible,(+57) 302 409 9873,Experiencia ecuestre y actividades de aventura,www.parqueranchtexas.com
reserva-natural-de-luriza,Reserva Natural de Luriza,"A 6 km del casco urbano, Usiacurí, Atlántico, Colombia","Naturaleza, EcoTurismo, Avistamiento","{lng: -74.983, lat: 10.75}","La Reserva Natural de Luriza, ubicada a 6 km de Usiacurí, es la primera área protegida del Atlántico, con más de 470,000 hectáreas de bosque seco tropical. Este destino de ecoturismo & manglares es ideal para el avistamiento de aves, con más de 250 especies, y senderismo. Alberga fauna endémica como el mono cotudo y plantas amenazadas. Consejos: Lleve binoculares, ropa cómoda y repelente. Contrate un guía local. Cómo llegar: Desde Barranquilla, tome un autobús a Usiacurí (45 min) y luego un mototaxi a la reserva. Abierto todos los días, 8:00 a.m. a 5:00 p.m.",,"https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/reserva%20natural%20de%20luriza.webp?alt=media&token=cb455c3b-2e52-400c-a383-fbf570460a84, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaz%20nat%202.webp?alt=media&token=e164108a-8649-4bee-ba0a-d007d6775411, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/plaza%20nat%20mono.webp?alt=media&token=02c0516f-fb74-42c5-a545-d7951b36795b",,No Disponible,No Disponible,Aventuras entre árboles gigantes y fauna silvestre,No Disponible
reserva-natural-los-charcones,Reserva Natural Los Charcones,"A 2 km del casco rural, Piojó, Atlántico, Colombia","Naturaleza, EcoTurismo, Aventura","{lng: -75.1098, lat: 10.7487}","La Reserva Natural Los Charcones en Piojó es la primera reserva de sociedad civil del Atlántico, con 42.98 hectáreas de bosque seco tropical. Este oasis de ecoturismo & manglares cuenta con pozos naturales de hasta 6 metros, ideales para relax total y aventura activa. Alberga aves, insectos y mamíferos como el mono aullador. Consejos: Lleve traje de baño, calzado de senderismo y binoculares. Cómo llegar: Desde Barranquilla, tome la Vía al Mar hasta Piojó (46 km). Abierto todos los días, 8:00 a.m. a 5:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/los%20charcones.webp?alt=media&token=40929dab-6150-4757-8268-0665489b3ac2,,No Disponible,(+57) 301 576 6142,Bosque seco tropical lleno de vida y biodiversidad,www.atlanticoesmas.com
reserva-natural-palmar-del-tit,Reserva Natural Palmar del Tití,"Entre Luruaco y Piojó, Atlántico, Colombia","Naturaleza, EcoTurismo, Avistamiento","{lng: -75.13, lat: 10.68}","La Reserva Natural Palmar del Tití, con 2,622 hectáreas entre Luruaco y Piojó, es un distrito de manejo integrado dedicado a proteger al tití cabeciblanco, un primate en peligro crítico. Este destino de ecoturismo & manglares ofrece senderismo y avistamiento de fauna en un bosque seco tropical. Consejos: Lleve binoculares y ropa cómoda. Contacte a la CRA para guías. Cómo llegar: Desde Barranquilla, tome la vía a Luruaco o Piojó (1 h). Abierto todos los días, 8:00 a.m. a 5:00 p.m.",,"https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/palmar%20del%20titi%202.webp?alt=media&token=c3577ac7-af2d-4d02-a635-b349c2c86ef8, https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/palmar%20del%20titi.webp?alt=media&token=437cebde-5d76-4d58-9965-0b8d366f61c3",,Lunes a viernes de 8:00 a.m a 5:00 p.m.,(+57) (605) 309 1270,Protección del Tití Cabeciblanco y su hábitat,www.proyectotiti.com
roberto-melndez-metropolitan-stadium,Roberto Meléndez Metropolitan Stadium,"Cl. 46 #1 Sur-45, Barranquilla, Atlántico, Colombia","Deportes, Cultura, Spots instagrameables","{lng: -74.80072222, lat: 10.92686111}","El Estadio Metropolitano Roberto Meléndez, conocido como El Metro, es el principal escenario deportivo de Barranquilla, inaugurado en 1986. Casa del Junior de Barranquilla y la Selección Colombia, este estadio de 46,788 espectadores es un ícono de inmersión cultural en la pasión futbolística caribeña. También acoge conciertos y eventos, siendo un spot instagrameable. Consejos: Lleve ropa cómoda y llegue temprano para partidos. Cómo llegar: Tome un taxi o autobús desde el centro de Barranquilla (15 min). Abierto según eventos.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/estadio%20metropolitano%202.webp?alt=media&token=f970e352-850d-4b1e-a955-0d16844aefaa,,8 AM - 8 PM,No Disponible,Where Colombian football history comes alive.,https://www.metropolitanostadium.com.co
santuario-mariano-nuestra-seora-del-carmen,Santuario Mariano Nuestra Señora del Carmen,"Cl. 3 #7-18, Puerto Colombia, Atlántico, Colombia","Cultura, Historia","{lng: -74.9547, lat: 10.9876}","El Santuario Mariano Nuestra Señora del Carmen en Puerto Colombia es un templo católico que refleja la devoción mariana de la región. Su arquitectura colonial y su ubicación cerca del Muelle de 1888 lo hacen ideal para una inmersión cultural e histórica. Durante la fiesta del Carmen (julio), se realizan procesiones y festivales. Consejos: Visite durante la fiesta para una experiencia espiritual. Use ropa adecuada. Cómo llegar: Desde Barranquilla, tome un autobús o taxi a Puerto Colombia (20 min). Abierto de lunes a viernes, 9:00 a.m. a 5:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/santuario%20mariano%20nuestra%20sen%CC%83ora%20del%20carmen%201.webp?alt=media&token=37d4e5b9-5ace-412c-8361-772911698b59,,Abierto las 24 horas,No disponible,Un lugar mágico lleno de historia y devoción.,https://www.santuariodelcarmenpuertocolombia.com
sendero-ecoturstico-chorro-de-san-luis,Sendero Ecoturístico Chorro de San Luis,"Vía a Pital, Luruaco, Atlántico, Colombia","Naturaleza, EcoTurismo, Aventura","{lng: -75.1423, lat: 10.6096}","El Sendero Ecoturístico Chorro de San Luis en Luruaco es un destino de ecoturismo & manglares que ofrece caminatas por senderos naturales hasta pozos y cascadas. Rodeado de bosque seco tropical, es ideal para aventura activa y avistamiento de aves. Consejos: Lleve calzado cómodo, repelente y agua. Contrate un guía local. Cómo llegar: Desde Barranquilla, tome un autobús a Luruaco (1 h) y luego un mototaxi. Abierto todos los días, 8:00 a.m. a 5:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/chorro.webp?alt=media&token=b1b31234-ce92-4bc7-a6b3-266b37fa9d11,,No Disponible,No Disponible,Senderismo y belleza natural en Tubará,www.atlanticoesmas.com
taller-el-congo-real,Taller El Congo Real,"Cra. 43 #50-50, Barranquilla, Atlántico, Colombia","Cultura, Artesanías, Festivales","{lng: -74.7900, lat: 10.9900}","El Taller El Congo Real en Barranquilla es un espacio donde se crean trajes y máscaras para el Carnaval, ofreciendo una inmersión cultural en las tradiciones del Atlántico. Los visitantes pueden participar en talleres de artesanías locales y aprender sobre los ritmos y baile del Carnaval. Consejos: Reserve una visita antes del Carnaval (febrero). Lleve cámara. Cómo llegar: Tome un taxi o autobús al centro de Barranquilla (10 min). Abierto de lunes a viernes, 9:00 a.m. a 5:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/congo%20real.webp?alt=media&token=4b56635e-d894-423a-bcb1-bfdd152f3fb0,,No Disponible,No Disponible,Las máscaras que dan vida al carnaval,No Disponible
va-parque-nacional-isla-de-salamanca,Vía Parque Nacional Isla de Salamanca,"Vía a Ciénaga, Km 10, Barranquilla, Atlántico, Colombia","Naturaleza, EcoTurismo, Avistamiento","{lng: -74.6500, lat: 11.0500}","La Vía Parque Nacional Isla de Salamanca es un parque nacional con manglares y senderos, ideal para ecoturismo & manglares y avistamiento de aves. Este ecosistema único ofrece recorridos educativos y vistas al mar Caribe. Consejos: Lleve binoculares y repelente. Reserve una visita guiada. Cómo llegar: Desde Barranquilla, tome un autobús a Ciénaga (1 h). Abierto todos los días, 8:00 a.m. a 5:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/isla%20salamanca.webp?alt=media&token=f509eba1-bf07-473a-9051-de84932ab7eb,,8:00 AM – 4:00 PM,(+57) (601) 353 2400,Explora el refugio de vida silvestre y manglares,www.parquesnacionales.gov.co
villa-zunilda,Villa Zunilda,"Cl. 6 #5-50, Usiacurí, Atlántico, Colombia","Cultura, Artesanías, Compras","{lng: -74.9700, lat: 10.7350}","Villa Zunilda en Usiacurí es un centro artesanal que promueve el tejido de palma de iraca, una tradición local. Este espacio ofrece talleres de artesanías locales y una inmersión cultural en la historia del municipio. Los visitantes pueden adquirir mochilas y sombreros tejidos. Consejos: Participe en talleres y compre souvenirs. Cómo llegar: Desde Barranquilla, tome un autobús a Usiacurí (45 min). Abierto de lunes a sábado, 9:00 a.m. a 5:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/villa%20zunilda.webp?alt=media&token=574941cc-8f4b-4894-bc1c-ef58eae47043,,No Disponible,(+57) 317 501 1076 - (+57) 316 578 0033,Un escape agrotemático para relajarse y disfrutar,www.villazunilda.com
vitrina-artesanal-arte-y-tejido,Vitrina Artesanal 'Arte y Tejido',"Cl. 84 #64-50, Barranquilla, Atlántico, Colombia","Artesanías, Cultura, Compras","{lng: -74.8100, lat: 11.0020}","La Vitrina Artesanal 'Arte y Tejido' en Barranquilla es un espacio dedicado a las artesanías locales, como tejidos y cerámicas, inspiradas en el Carnaval. Ofrece talleres y una experiencia de inmersión cultural para los visitantes. Consejos: Lleve efectivo y visite por la mañana. Cómo llegar: Tome un taxi o autobús por la Calle 84 (12 min desde el centro). Abierto de lunes a sábado, 9:00 a.m. a 6:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/arte%20y%20tejido.webp?alt=media&token=f69ddf00-4f7d-4905-b16a-a7a36f8a316f,,No Disponible,"(+57) (605) 330 6000 Ext - 7320, (+57) 310 684 7513",Tejidos únicos de la comunidad de Chorrera,No Disponible
artesanías-del-atlántico,Artesanías del Atlántico,"Cl. 84 #64-29, Riomar, Barranquilla, Atlántico, Colombia","Artesanías, Cultura, Compras","{lng: -74.80984, lat: 11.001677}","Artesanías del Atlántico es un programa emblemático de la Gobernación del Atlántico, gestionado por la Secretaría de Cultura y Patrimonio, que busca preservar y promover las tradiciones artesanales del departamento. Su Centro de Exhibición y Promoción, ubicado en el vibrante barrio Riomar de Barranquilla, es un espacio donde más de 4,000 artesanos de los 23 municipios del Atlántico exhiben su talento. Aquí, los visitantes pueden adquirir productos únicos como mochilas tejidas a mano, canastos de fique, joyería en palma de iraca y tallas en madera, que reflejan la rica cultura caribeña. Los precios varían entre 10,000 y 500,000 COP, accesibles para diversos presupuestos. Este proyecto, impulsado por la gobernadora Elsa Noguera desde 2020, fortalece 250 unidades productivas con capacitaciones en diseño, innovación y gestión comercial, mejorando la calidad de vida de los artesanos. Sus creaciones, inspiradas en tradiciones como el Carnaval de Barranquilla, se exportan a países como Francia, España y Japón, destacando en ferias internacionales como Maison&Objet. El centro ofrece talleres de artesanías locales, ideales para una inmersión cultural, especialmente antes del Carnaval, cuando se exhiben máscaras y disfraces. Consejos: Lleve efectivo para compras pequeñas, participe en talleres y visite durante ferias artesanales para una experiencia completa. Cómo llegar: Desde el centro de Barranquilla, tome un taxi (10-15 min) o un autobús por la Carrera 64. Abierto de lunes a sábado, 10:00 a.m. a 7:00 p.m.",,https://firebasestorage.googleapis.com/v0/b/visitatlantico-f5c09.firebasestorage.app/o/Artesanias-del-atlantico.png?alt=media&token=535fee6b-4a37-413d-87af-a0a5dcee7b48,,"Abierto de lunes a sábado, 10:00 a.m. a 7:00 p.m.",(+57) (323) 567-3718,"Talleres de artesanías locales, ideales para una inmersión cultural.",https://artesaniasdelatlantico.com/
